run,time_seconds
1,7.607441
2,6.760910
3,7.827643
4,7.398874
5,6.706163
6,7.042219
7,6.677720
8,6.514515
9,6.888022
10,6.618295
11,10.379746
12,7.806001
13,8.071498
14,7.167546
15,8.143065
16,8.176254
17,8.380336
18,8.000558
19,7.892092
20,7.360116
21,6.967926
22,6.489344
23,7.329796
24,6.976040
25,7.755810
26,6.724665
27,7.146804
28,7.303500
29,7.020456
30,7.449812
