run,time_seconds
1,0.086233
2,0.074879
3,0.097843
4,0.095126
5,0.087129
6,0.092747
7,0.083516
8,0.084287
9,0.078323
10,0.096670
11,0.082971
12,0.095665
13,0.087655
14,0.084106
15,0.096119
16,0.084649
17,0.081091
18,0.061992
19,0.091019
20,0.104382
21,0.087861
22,0.094437
23,0.100018
24,0.094878
25,0.080519
26,0.058129
27,0.078256
28,0.087819
29,0.081576
30,0.073600
