run,time_seconds
1,211.373365
2,216.717683
3,193.635139
4,192.365732
5,183.728663
6,189.120352
7,186.301374
8,203.277742
9,217.329128
10,214.939715
11,216.103608
12,216.162212
13,219.804737
14,186.580010
15,214.070975
16,216.316519
17,214.508247
18,216.676965
19,216.457772
20,218.304567
21,216.806117
22,215.820606
23,216.596089
24,214.753166
25,217.706691
26,216.449921
27,219.186813
28,215.218790
29,215.217655
30,220.046945
