run,time_seconds
1,27.996415
2,27.012763
3,26.463536
4,26.588295
5,24.897500
6,27.308657
7,26.373152
8,25.957046
9,27.631847
10,25.556404
11,27.115516
12,28.158802
13,25.693167
14,26.687222
15,29.640189
16,26.685535
17,28.629307
18,25.425182
19,25.992180
20,27.317856
21,26.644312
22,29.740464
23,26.151216
24,27.062061
25,53.407000
26,28.040152
27,27.786226
28,26.694634
29,31.275907
30,26.735944
