run,time_seconds
1,1.825719
2,1.816925
3,1.928301
4,1.989402
5,1.702259
6,2.598902
7,1.927009
8,1.678741
9,1.965631
10,1.717193
11,2.426894
12,1.965826
13,1.852783
14,2.083751
15,2.344970
16,2.748620
17,1.862636
18,2.277551
19,1.953051
20,1.842357
21,2.165213
22,2.112190
23,1.780338
24,2.137875
25,1.980604
26,1.776641
27,2.277022
28,2.036708
29,1.712391
30,3.557720
